TargetID,Region,Quarter,Year,MonthlyTarget,YTDTarget,AreaManager,AchievementPercent
T008335,West,Q1,2024,16237,194844,Mr./Ms. Verma,114.8
T008336,South,Q4,2024,11295,135540,Mr./Ms. Patel,70.59
T008337,Central,Q4,2025,12070,144840,Mr./Ms. Reddy,101.68
T008338,East,Q4,2025,10683,128196,Mr./Ms. Sharma,111.08
T008339,South,Q3,2024,7237,86844,Mr./Ms. Gupta,129.97
T008340,Central,Q4,2025,16122,193464,Mr./Ms. Patel,116.35
T008341,Central,Q1,2024,13696,164352,Mr./Ms. Verma,79.12
T008342,North,Q4,2025,18273,219276,Mr./Ms. Singh,91.01
T008343,East,Q1,2023,11936,143232,Mr./Ms. Reddy,76.37
T008344,South,Q2,2023,15478,185736,Mr./Ms. Mehta,90.98
T008345,Central,Q1,2025,6733,80796,Mr./Ms. Sharma,112.86
T008346,Central,Q3,2023,8560,102720,Mr./Ms. Mehta,122.79
T008347,Central,Q4,2025,14440,173280,Mr./Ms. Iyer,103.88
T008348,Central,Q2,2023,10368,124416,Mr./Ms. Verma,73.49
T008349,West,Q1,2024,5808,69696,Mr./Ms. Verma,94.42
T008350,East,Q1,2025,13840,166080,Mr./Ms. Gupta,84.3
T008351,Central,Q2,2025,14955,179460,Mr./Ms. Singh,94.31
T008352,East,Q4,2025,13004,156048,Mr./Ms. Gupta,114.25
T008353,Central,Q1,2024,15628,187536,Mr./Ms. Gupta,73.54
T008354,East,Q4,2025,11847,142164,Mr./Ms. Mehta,72.54
T008355,East,Q4,2023,6171,74052,Mr./Ms. Patel,85.2
T008356,Central,Q2,2023,12984,155808,Mr./Ms. Sharma,115.91
T008357,South,Q2,2024,19943,239316,Mr./Ms. Reddy,109.04
T008358,Central,Q3,2025,12983,155796,Mr./Ms. Gupta,117.02
T008359,North,Q2,2025,14815,177780,Mr./Ms. Reddy,100.81
T008360,North,Q4,2024,16861,202332,Mr./Ms. Singh,78.22
T008361,South,Q1,2024,6913,82956,Mr./Ms. Sharma,106.92
T008362,South,Q3,2025,13635,163620,Mr./Ms. Singh,116.15
T008363,West,Q1,2025,19171,230052,Mr./Ms. Mehta,107.55
T008364,Central,Q2,2023,9380,112560,Mr./Ms. Patel,93.93
T008365,East,Q3,2024,9955,119460,Mr./Ms. Iyer,113.42
T008366,South,Q4,2025,8837,106044,Mr./Ms. Reddy,127.61
T008367,Central,Q1,2023,19599,235188,Mr./Ms. Patel,110.09
T008368,West,Q4,2023,12372,148464,Mr./Ms. Sharma,84.66
T008369,South,Q4,2025,9343,112116,Mr./Ms. Mehta,90.87
T008370,Central,Q3,2025,11434,137208,Mr./Ms. Iyer,70.32
T008371,North,Q2,2023,5680,68160,Mr./Ms. Gupta,83.44
T008372,West,Q2,2024,5239,62868,Mr./Ms. Reddy,90.6
T008373,South,Q4,2023,13993,167916,Mr./Ms. Iyer,103.0
T008374,West,Q1,2024,18237,218844,Mr./Ms. Mehta,125.73
T008375,Central,Q4,2023,15721,188652,Mr./Ms. Patel,111.17
T008376,South,Q1,2024,7660,91920,Mr./Ms. Singh,85.78
T008377,South,Q2,2025,19632,235584,Mr./Ms. Singh,77.75
T008378,East,Q2,2024,11674,140088,Mr./Ms. Gupta,82.17
T008379,East,Q2,2025,15852,190224,Mr./Ms. Singh,96.8
T008380,South,Q4,2023,5554,66648,Mr./Ms. Singh,80.84
T008381,South,Q1,2025,9629,115548,Mr./Ms. Sharma,105.46
T008382,Central,Q2,2025,13560,162720,Mr./Ms. Mehta,105.01
T008383,South,Q2,2023,6611,79332,Mr./Ms. Reddy,126.1
T008384,North,Q4,2025,14729,176748,Mr./Ms. Iyer,72.92
T008385,West,Q4,2024,15643,187716,Mr./Ms. Mehta,101.37
T008386,Central,Q1,2025,6377,76524,Mr./Ms. Verma,85.04
T008387,North,Q4,2024,19267,231204,Mr./Ms. Reddy,102.12
T008388,Central,Q3,2023,10624,127488,Mr./Ms. Mehta,81.97
T008389,West,Q3,2023,16866,202392,Mr./Ms. Sharma,121.34
T008390,East,Q4,2025,18911,226932,Mr./Ms. Reddy,105.65
T008391,Central,Q2,2024,12712,152544,Mr./Ms. Reddy,113.16
T008392,Central,Q1,2024,17739,212868,Mr./Ms. Patel,85.72
T008393,South,Q2,2023,14283,171396,Mr./Ms. Patel,112.72
T008394,East,Q3,2024,15025,180300,Mr./Ms. Reddy,106.34
T008395,South,Q4,2025,15020,180240,Mr./Ms. Gupta,74.13
T008396,Central,Q1,2024,11894,142728,Mr./Ms. Patel,84.66
T008397,East,Q2,2023,11236,134832,Mr./Ms. Singh,125.86
T008398,East,Q1,2023,18864,226368,Mr./Ms. Patel,116.96
T008399,West,Q2,2024,9121,109452,Mr./Ms. Mehta,126.85
T008400,North,Q2,2024,8266,99192,Mr./Ms. Singh,119.56
T008401,Central,Q2,2023,17832,213984,Mr./Ms. Patel,117.37
T008402,North,Q1,2023,16564,198768,Mr./Ms. Sharma,114.97
T008403,Central,Q1,2024,19971,239652,Mr./Ms. Singh,72.1
T008404,South,Q1,2023,5987,71844,Mr./Ms. Gupta,111.18
T008405,Central,Q3,2023,7568,90816,Mr./Ms. Singh,122.92
T008406,West,Q1,2025,17923,215076,Mr./Ms. Gupta,79.09
T008407,East,Q3,2024,16007,192084,Mr./Ms. Reddy,84.14
T008408,South,Q4,2024,10582,126984,Mr./Ms. Patel,88.57
T008409,Central,Q2,2025,8597,103164,Mr./Ms. Verma,72.29
T008410,West,Q2,2023,19141,229692,Mr./Ms. Reddy,87.61
T008411,North,Q3,2023,14705,176460,Mr./Ms. Sharma,87.24
T008412,East,Q4,2023,14323,171876,Mr./Ms. Gupta,97.59
T008413,North,Q3,2023,16648,199776,Mr./Ms. Gupta,102.3
T008414,Central,Q3,2023,6525,78300,Mr./Ms. Sharma,117.22
T008415,North,Q3,2025,19402,232824,Mr./Ms. Gupta,98.21
T008416,East,Q2,2023,10545,126540,Mr./Ms. Singh,114.49
T008417,North,Q3,2025,5059,60708,Mr./Ms. Patel,119.89
T008418,West,Q4,2025,11129,133548,Mr./Ms. Iyer,74.01
T008419,West,Q2,2025,17530,210360,Mr./Ms. Sharma,86.1
T008420,North,Q4,2024,14135,169620,Mr./Ms. Gupta,128.52
T008421,South,Q4,2025,9052,108624,Mr./Ms. Patel,120.95
T008422,East,Q4,2025,18136,217632,Mr./Ms. Reddy,102.2
T008423,North,Q3,2024,5713,68556,Mr./Ms. Sharma,93.42
T008424,West,Q1,2023,10048,120576,Mr./Ms. Patel,122.98
T008425,East,Q4,2025,10076,120912,Mr./Ms. Iyer,90.52
T008426,Central,Q3,2025,5507,66084,Mr./Ms. Mehta,126.18
T008427,East,Q4,2025,10226,122712,Mr./Ms. Gupta,103.19
T008428,West,Q2,2023,10084,121008,Mr./Ms. Verma,114.74
T008429,West,Q4,2023,17324,207888,Mr./Ms. Iyer,83.84
T008430,West,Q3,2024,12366,148392,Mr./Ms. Mehta,119.65
T008431,East,Q4,2025,12419,149028,Mr./Ms. Gupta,104.13
T008432,Central,Q4,2024,7821,93852,Mr./Ms. Iyer,80.12
T008433,West,Q2,2023,11916,142992,Mr./Ms. Reddy,122.19
T008434,West,Q2,2023,8809,105708,Mr./Ms. Sharma,81.24
T008435,North,Q1,2023,7095,85140,Mr./Ms. Patel,80.89
T008436,West,Q1,2024,14872,178464,Mr./Ms. Reddy,113.92
T008437,West,Q1,2024,19934,239208,Mr./Ms. Reddy,102.94
T008438,East,Q4,2025,9612,115344,Mr./Ms. Gupta,105.71
T008439,East,Q4,2024,7145,85740,Mr./Ms. Mehta,104.92
T008440,Central,Q2,2023,18517,222204,Mr./Ms. Gupta,124.12
T008441,East,Q4,2025,8550,102600,Mr./Ms. Iyer,114.72
T008442,South,Q3,2025,7272,87264,Mr./Ms. Sharma,86.89
T008443,West,Q1,2024,15936,191232,Mr./Ms. Gupta,73.68
T008444,East,Q2,2023,13417,161004,Mr./Ms. Patel,89.36
T008445,West,Q1,2023,11195,134340,Mr./Ms. Mehta,102.13
T008446,North,Q3,2023,6501,78012,Mr./Ms. Patel,111.4
T008447,South,Q1,2023,16651,199812,Mr./Ms. Gupta,116.51
T008448,West,Q1,2024,10690,128280,Mr./Ms. Verma,109.51
T008449,East,Q4,2023,8615,103380,Mr./Ms. Sharma,97.83
T008450,East,Q3,2025,8061,96732,Mr./Ms. Iyer,97.16
T008451,North,Q3,2025,9007,108084,Mr./Ms. Verma,96.97
T008452,South,Q3,2024,14324,171888,Mr./Ms. Reddy,82.21
T008453,North,Q4,2025,10631,127572,Mr./Ms. Patel,85.87
T008454,South,Q4,2025,6866,82392,Mr./Ms. Singh,95.23
T008455,Central,Q2,2024,18174,218088,Mr./Ms. Reddy,127.33
T008456,South,Q2,2024,19794,237528,Mr./Ms. Iyer,73.88
T008457,South,Q4,2025,12426,149112,Mr./Ms. Singh,85.77
T008458,South,Q4,2023,12795,153540,Mr./Ms. Patel,95.64
T008459,Central,Q4,2023,5928,71136,Mr./Ms. Singh,108.24
T008460,West,Q3,2024,19879,238548,Mr./Ms. Singh,112.29
T008461,East,Q3,2025,16942,203304,Mr./Ms. Patel,86.99
T008462,West,Q3,2025,9059,108708,Mr./Ms. Mehta,77.31
T008463,North,Q3,2024,19860,238320,Mr./Ms. Verma,78.88
T008464,West,Q3,2025,10783,129396,Mr./Ms. Sharma,115.01
T008465,Central,Q4,2025,17082,204984,Mr./Ms. Patel,126.56
T008466,South,Q3,2025,15677,188124,Mr./Ms. Gupta,118.88
T008467,North,Q2,2025,6689,80268,Mr./Ms. Iyer,107.91
T008468,West,Q1,2024,14488,173856,Mr./Ms. Reddy,105.73
T008469,North,Q1,2024,17546,210552,Mr./Ms. Verma,79.49
T008470,East,Q2,2024,12963,155556,Mr./Ms. Sharma,110.98
T008471,East,Q1,2024,12334,148008,Mr./Ms. Singh,70.45
T008472,North,Q1,2023,9978,119736,Mr./Ms. Iyer,102.65
T008473,West,Q1,2024,8683,104196,Mr./Ms. Iyer,77.02
T008474,North,Q4,2024,17906,214872,Mr./Ms. Iyer,113.85
T008475,North,Q4,2024,12254,147048,Mr./Ms. Patel,117.52
T008476,West,Q3,2025,15699,188388,Mr./Ms. Iyer,89.5
T008477,East,Q1,2024,5947,71364,Mr./Ms. Sharma,114.16
T008478,East,Q2,2023,6718,80616,Mr./Ms. Patel,91.62
T008479,West,Q2,2025,5701,68412,Mr./Ms. Verma,98.31
T008480,South,Q3,2024,9316,111792,Mr./Ms. Singh,102.42
T008481,Central,Q4,2024,10826,129912,Mr./Ms. Verma,108.72
T008482,East,Q3,2024,15091,181092,Mr./Ms. Patel,75.5
T008483,North,Q2,2025,19817,237804,Mr./Ms. Gupta,101.55
T008484,South,Q2,2025,12982,155784,Mr./Ms. Mehta,74.76
T008485,North,Q1,2024,18139,217668,Mr./Ms. Mehta,86.89
T008486,North,Q4,2023,10768,129216,Mr./Ms. Mehta,75.71
T008487,West,Q4,2025,17413,208956,Mr./Ms. Gupta,84.53
T008488,North,Q4,2023,17153,205836,Mr./Ms. Reddy,83.48
T008489,South,Q2,2025,14959,179508,Mr./Ms. Singh,75.6
T008490,South,Q2,2024,17765,213180,Mr./Ms. Singh,81.49
T008491,South,Q2,2025,5075,60900,Mr./Ms. Mehta,113.04
T008492,North,Q3,2025,5442,65304,Mr./Ms. Sharma,121.49
T008493,South,Q2,2025,16352,196224,Mr./Ms. Mehta,105.36
T008494,East,Q4,2023,12616,151392,Mr./Ms. Patel,119.91
T008495,South,Q2,2025,13218,158616,Mr./Ms. Patel,83.47
T008496,Central,Q3,2025,15786,189432,Mr./Ms. Iyer,125.54
T008497,East,Q2,2024,13611,163332,Mr./Ms. Mehta,112.28
T008498,East,Q3,2025,12201,146412,Mr./Ms. Iyer,105.6
T008499,Central,Q1,2023,15179,182148,Mr./Ms. Verma,118.37
T008500,South,Q3,2023,6701,80412,Mr./Ms. Sharma,118.39
T008501,West,Q3,2025,13780,165360,Mr./Ms. Singh,94.37
T008502,East,Q1,2023,19868,238416,Mr./Ms. Gupta,100.98
T008503,Central,Q2,2024,8574,102888,Mr./Ms. Patel,97.03
T008504,South,Q3,2024,14843,178116,Mr./Ms. Sharma,98.52
T008505,West,Q1,2024,15553,186636,Mr./Ms. Patel,97.68
T008506,Central,Q4,2025,16429,197148,Mr./Ms. Iyer,89.77
T008507,South,Q4,2025,15479,185748,Mr./Ms. Singh,128.99
T008508,East,Q3,2024,7464,89568,Mr./Ms. Gupta,94.25
T008509,East,Q1,2025,16801,201612,Mr./Ms. Reddy,96.49
T008510,North,Q3,2025,12382,148584,Mr./Ms. Singh,88.19
T008511,Central,Q2,2024,5740,68880,Mr./Ms. Iyer,104.35
T008512,West,Q2,2024,12634,151608,Mr./Ms. Verma,92.54
T008513,North,Q1,2025,18175,218100,Mr./Ms. Reddy,82.76
T008514,West,Q3,2025,6284,75408,Mr./Ms. Verma,78.77
T008515,West,Q1,2023,7858,94296,Mr./Ms. Patel,72.78
T008516,North,Q3,2024,11576,138912,Mr./Ms. Gupta,91.92
T008517,Central,Q4,2023,16609,199308,Mr./Ms. Gupta,118.97
T008518,East,Q1,2023,13377,160524,Mr./Ms. Singh,104.61
T008519,East,Q3,2024,11102,133224,Mr./Ms. Mehta,119.34
T008520,East,Q3,2024,10125,121500,Mr./Ms. Verma,113.53
T008521,South,Q3,2023,8563,102756,Mr./Ms. Gupta,127.57
T008522,North,Q2,2025,11230,134760,Mr./Ms. Reddy,93.74
T008523,Central,Q1,2025,17963,215556,Mr./Ms. Mehta,124.61
T008524,West,Q3,2023,12269,147228,Mr./Ms. Gupta,121.5
T008525,West,Q2,2025,14765,177180,Mr./Ms. Mehta,104.96
T008526,East,Q1,2024,11355,136260,Mr./Ms. Reddy,103.7
T008527,Central,Q4,2025,15728,188736,Mr./Ms. Sharma,86.05
T008528,North,Q2,2023,18367,220404,Mr./Ms. Singh,109.46
T008529,Central,Q3,2025,9458,113496,Mr./Ms. Mehta,93.47
T008530,East,Q4,2025,13988,167856,Mr./Ms. Sharma,117.67
T008531,North,Q2,2023,14836,178032,Mr./Ms. Reddy,99.53
T008532,East,Q2,2023,10251,123012,Mr./Ms. Gupta,115.16
T008533,West,Q4,2024,11249,134988,Mr./Ms. Reddy,101.85
T008534,Central,Q2,2025,8270,99240,Mr./Ms. Gupta,115.85
T008535,North,Q3,2024,12170,146040,Mr./Ms. Mehta,84.44
T008536,Central,Q2,2024,6847,82164,Mr./Ms. Sharma,129.83
T008537,East,Q4,2023,9104,109248,Mr./Ms. Mehta,109.55
T008538,North,Q3,2024,11503,138036,Mr./Ms. Patel,109.43
T008539,South,Q3,2025,15391,184692,Mr./Ms. Iyer,72.46
T008540,Central,Q4,2023,18828,225936,Mr./Ms. Gupta,103.95
T008541,West,Q2,2023,14365,172380,Mr./Ms. Sharma,103.42
T008542,North,Q1,2025,11804,141648,Mr./Ms. Patel,87.51
T008543,South,Q2,2024,13835,166020,Mr./Ms. Patel,113.11
T008544,North,Q2,2025,18976,227712,Mr./Ms. Singh,89.39
T008545,Central,Q2,2023,19808,237696,Mr./Ms. Patel,107.73
T008546,East,Q2,2023,12969,155628,Mr./Ms. Reddy,78.29
T008547,West,Q3,2023,15761,189132,Mr./Ms. Patel,117.65
T008548,East,Q4,2024,9447,113364,Mr./Ms. Iyer,82.27
T008549,East,Q2,2025,8220,98640,Mr./Ms. Sharma,79.05
T008550,East,Q2,2025,10620,127440,Mr./Ms. Reddy,71.59
T008551,South,Q1,2023,12982,155784,Mr./Ms. Verma,83.04
T008552,South,Q4,2025,19533,234396,Mr./Ms. Patel,83.62
T008553,South,Q3,2024,14263,171156,Mr./Ms. Mehta,123.6
T008554,West,Q4,2024,9141,109692,Mr./Ms. Patel,88.98
T008555,North,Q2,2024,14748,176976,Mr./Ms. Reddy,116.84
T008556,East,Q4,2024,12740,152880,Mr./Ms. Singh,108.78
T008557,Central,Q2,2023,11732,140784,Mr./Ms. Iyer,111.26
T008558,West,Q2,2025,18198,218376,Mr./Ms. Reddy,78.12
T008559,Central,Q4,2024,9148,109776,Mr./Ms. Patel,92.07
T008560,North,Q4,2025,13572,162864,Mr./Ms. Verma,81.22
T008561,Central,Q2,2024,16375,196500,Mr./Ms. Singh,77.53
T008562,West,Q3,2025,10021,120252,Mr./Ms. Mehta,116.1
T008563,South,Q4,2024,6681,80172,Mr./Ms. Verma,116.07
T008564,Central,Q2,2024,18577,222924,Mr./Ms. Reddy,109.87
T008565,West,Q4,2023,14804,177648,Mr./Ms. Mehta,122.55
T008566,West,Q3,2023,13974,167688,Mr./Ms. Sharma,97.9
T008567,Central,Q3,2023,8534,102408,Mr./Ms. Patel,75.84
T008568,West,Q4,2024,5342,64104,Mr./Ms. Reddy,105.98
T008569,East,Q4,2024,11790,141480,Mr./Ms. Sharma,123.41
T008570,Central,Q4,2023,11680,140160,Mr./Ms. Iyer,120.8
T008571,North,Q4,2023,18388,220656,Mr./Ms. Singh,78.41
T008572,West,Q3,2023,11604,139248,Mr./Ms. Gupta,78.72
T008573,Central,Q2,2023,8662,103944,Mr./Ms. Singh,85.11
T008574,South,Q2,2023,9448,113376,Mr./Ms. Gupta,93.0
T008575,South,Q3,2024,16038,192456,Mr./Ms. Patel,77.95
T008576,East,Q2,2025,14823,177876,Mr./Ms. Gupta,99.69
T008577,Central,Q2,2024,5996,71952,Mr./Ms. Reddy,122.6
T008578,West,Q4,2023,6271,75252,Mr./Ms. Iyer,110.53
T008579,Central,Q1,2025,18387,220644,Mr./Ms. Gupta,82.87
T008580,East,Q3,2025,9533,114396,Mr./Ms. Patel,93.61
T008581,West,Q3,2023,14706,176472,Mr./Ms. Iyer,93.13
T008582,East,Q2,2025,15603,187236,Mr./Ms. Reddy,81.84
T008583,South,Q3,2024,10952,131424,Mr./Ms. Verma,119.64
T008584,East,Q1,2025,15631,187572,Mr./Ms. Mehta,122.5
T008585,East,Q1,2024,9451,113412,Mr./Ms. Gupta,119.49
T008586,North,Q4,2025,19686,236232,Mr./Ms. Singh,71.47
T008587,North,Q3,2024,12191,146292,Mr./Ms. Iyer,126.35
T008588,North,Q3,2025,9330,111960,Mr./Ms. Singh,84.18
T008589,West,Q2,2024,5788,69456,Mr./Ms. Mehta,75.22
T008590,East,Q1,2024,9442,113304,Mr./Ms. Verma,82.57
T008591,South,Q4,2025,7962,95544,Mr./Ms. Patel,120.28
T008592,North,Q3,2024,17217,206604,Mr./Ms. Reddy,96.34
T008593,West,Q2,2023,16499,197988,Mr./Ms. Gupta,76.33
T008594,East,Q4,2023,17498,209976,Mr./Ms. Gupta,98.95
T008595,South,Q1,2023,17334,208008,Mr./Ms. Verma,124.58
T008596,South,Q4,2025,8405,100860,Mr./Ms. Iyer,123.95
T008597,Central,Q1,2023,6740,80880,Mr./Ms. Iyer,118.01
T008598,West,Q2,2023,9113,109356,Mr./Ms. Patel,122.83
T008599,East,Q3,2025,18906,226872,Mr./Ms. Gupta,98.48
T008600,Central,Q3,2024,14618,175416,Mr./Ms. Mehta,115.92
T008601,South,Q1,2023,5437,65244,Mr./Ms. Gupta,92.52
T008602,East,Q1,2024,19026,228312,Mr./Ms. Reddy,125.69
T008603,Central,Q4,2024,17231,206772,Mr./Ms. Patel,93.83
T008604,West,Q2,2024,6065,72780,Mr./Ms. Patel,129.05
T008605,South,Q3,2024,16997,203964,Mr./Ms. Verma,111.62
T008606,Central,Q3,2025,5189,62268,Mr./Ms. Reddy,101.34
T008607,South,Q1,2025,18461,221532,Mr./Ms. Sharma,96.09
T008608,West,Q3,2024,17626,211512,Mr./Ms. Patel,76.71
T008609,South,Q2,2023,5791,69492,Mr./Ms. Gupta,120.4
T008610,South,Q2,2024,11860,142320,Mr./Ms. Iyer,113.24
T008611,Central,Q4,2025,13364,160368,Mr./Ms. Mehta,87.4
T008612,West,Q1,2024,13299,159588,Mr./Ms. Verma,112.25
T008613,East,Q2,2024,8401,100812,Mr./Ms. Mehta,101.68
T008614,Central,Q4,2024,15730,188760,Mr./Ms. Mehta,128.75
T008615,East,Q3,2025,11240,134880,Mr./Ms. Singh,74.75
T008616,North,Q3,2023,19622,235464,Mr./Ms. Mehta,86.69
T008617,West,Q2,2023,12634,151608,Mr./Ms. Gupta,107.78
T008618,Central,Q3,2025,18990,227880,Mr./Ms. Patel,83.5
T008619,Central,Q3,2023,11799,141588,Mr./Ms. Patel,87.59
T008620,Central,Q2,2023,9708,116496,Mr./Ms. Iyer,129.48
T008621,West,Q1,2024,17436,209232,Mr./Ms. Patel,77.6
T008622,East,Q2,2023,19660,235920,Mr./Ms. Patel,127.25
T008623,East,Q2,2023,14684,176208,Mr./Ms. Reddy,82.03
T008624,South,Q2,2025,14916,178992,Mr./Ms. Sharma,78.11
T008625,South,Q1,2024,14776,177312,Mr./Ms. Patel,78.9
T008626,South,Q4,2024,14217,170604,Mr./Ms. Iyer,77.66
T008627,West,Q4,2025,5901,70812,Mr./Ms. Sharma,101.06
T008628,North,Q1,2024,13128,157536,Mr./Ms. Patel,128.56
T008629,North,Q2,2023,8885,106620,Mr./Ms. Gupta,82.67
T008630,Central,Q4,2025,6122,73464,Mr./Ms. Mehta,75.35
T008631,Central,Q3,2023,12478,149736,Mr./Ms. Singh,109.35
T008632,West,Q3,2025,5569,66828,Mr./Ms. Verma,96.93
T008633,South,Q3,2023,7347,88164,Mr./Ms. Verma,75.33
T008634,South,Q3,2025,6465,77580,Mr./Ms. Verma,94.7
T008635,Central,Q2,2025,17364,208368,Mr./Ms. Mehta,113.68
T008636,West,Q1,2023,9684,116208,Mr./Ms. Patel,110.95
T008637,North,Q3,2025,19912,238944,Mr./Ms. Singh,117.76
T008638,East,Q2,2025,6695,80340,Mr./Ms. Gupta,103.64
T008639,South,Q1,2025,17504,210048,Mr./Ms. Singh,90.56
T008640,East,Q2,2024,16891,202692,Mr./Ms. Iyer,86.49
T008641,West,Q4,2023,8285,99420,Mr./Ms. Mehta,88.82
T008642,North,Q1,2025,20000,240000,Mr./Ms. Patel,112.58
T008643,South,Q3,2024,7629,91548,Mr./Ms. Sharma,112.65
T008644,North,Q3,2023,6198,74376,Mr./Ms. Sharma,113.58
T008645,Central,Q4,2025,18199,218388,Mr./Ms. Reddy,114.86
T008646,Central,Q2,2024,17814,213768,Mr./Ms. Patel,76.95
T008647,West,Q4,2025,5483,65796,Mr./Ms. Mehta,70.04
T008648,North,Q4,2024,19101,229212,Mr./Ms. Singh,118.37
T008649,East,Q4,2024,9452,113424,Mr./Ms. Sharma,70.84
T008650,Central,Q4,2023,14046,168552,Mr./Ms. Singh,93.85
T008651,South,Q2,2024,18743,224916,Mr./Ms. Mehta,115.67
T008652,West,Q2,2025,15823,189876,Mr./Ms. Reddy,117.72
T008653,Central,Q3,2025,8722,104664,Mr./Ms. Verma,91.85
T008654,West,Q1,2023,16670,200040,Mr./Ms. Gupta,70.55
T008655,West,Q2,2024,8752,105024,Mr./Ms. Gupta,105.81
T008656,North,Q2,2023,16226,194712,Mr./Ms. Sharma,70.61
T008657,Central,Q2,2025,15583,186996,Mr./Ms. Verma,80.21
T008658,East,Q4,2023,11293,135516,Mr./Ms. Mehta,128.2
T008659,North,Q2,2023,5829,69948,Mr./Ms. Reddy,97.76
T008660,West,Q2,2023,14776,177312,Mr./Ms. Iyer,110.63
T008661,Central,Q4,2024,16431,197172,Mr./Ms. Gupta,72.31
T008662,West,Q2,2024,18021,216252,Mr./Ms. Sharma,127.37
T008663,East,Q1,2025,7940,95280,Mr./Ms. Reddy,126.12
T008664,North,Q2,2024,18650,223800,Mr./Ms. Verma,73.26
T008665,East,Q3,2024,12597,151164,Mr./Ms. Singh,71.89
T008666,North,Q3,2025,12598,151176,Mr./Ms. Mehta,97.54
T008667,West,Q2,2023,5956,71472,Mr./Ms. Patel,109.58
T008668,South,Q4,2024,11925,143100,Mr./Ms. Sharma,80.9
T008669,West,Q4,2024,18922,227064,Mr./Ms. Gupta,119.14
T008670,North,Q2,2025,13202,158424,Mr./Ms. Mehta,85.31
T008671,South,Q2,2023,7832,93984,Mr./Ms. Gupta,103.0
T008672,Central,Q4,2023,12868,154416,Mr./Ms. Sharma,85.09
T008673,East,Q2,2024,10994,131928,Mr./Ms. Gupta,96.03
T008674,West,Q2,2025,19751,237012,Mr./Ms. Reddy,89.13
T008675,East,Q4,2025,9054,108648,Mr./Ms. Singh,120.13
T008676,Central,Q4,2023,14040,168480,Mr./Ms. Iyer,86.46
T008677,East,Q1,2024,7629,91548,Mr./Ms. Gupta,128.23
T008678,West,Q4,2023,19763,237156,Mr./Ms. Reddy,85.36
T008679,East,Q2,2024,9476,113712,Mr./Ms. Singh,115.12
T008680,South,Q1,2025,10455,125460,Mr./Ms. Patel,105.69
T008681,Central,Q2,2024,16771,201252,Mr./Ms. Reddy,94.3
T008682,South,Q4,2024,10550,126600,Mr./Ms. Mehta,85.15
T008683,South,Q1,2025,17287,207444,Mr./Ms. Iyer,116.53
T008684,South,Q2,2025,7020,84240,Mr./Ms. Gupta,107.15
T008685,South,Q3,2025,15453,185436,Mr./Ms. Singh,77.72
T008686,South,Q1,2025,10910,130920,Mr./Ms. Mehta,95.1
T008687,South,Q2,2025,9715,116580,Mr./Ms. Gupta,99.81
T008688,East,Q3,2023,19884,238608,Mr./Ms. Iyer,117.43
T008689,East,Q3,2025,7671,92052,Mr./Ms. Gupta,125.72
T008690,South,Q3,2025,5912,70944,Mr./Ms. Patel,126.71
T008691,West,Q3,2025,19223,230676,Mr./Ms. Singh,89.02
T008692,North,Q3,2024,14799,177588,Mr./Ms. Gupta,75.94
T008693,East,Q3,2025,7448,89376,Mr./Ms. Iyer,106.59
T008694,West,Q3,2025,8895,106740,Mr./Ms. Mehta,105.08
T008695,North,Q1,2024,13619,163428,Mr./Ms. Mehta,94.2
T008696,East,Q4,2023,18537,222444,Mr./Ms. Mehta,85.84
T008697,Central,Q4,2025,7589,91068,Mr./Ms. Sharma,79.73
T008698,West,Q1,2025,8326,99912,Mr./Ms. Gupta,100.3
T008699,East,Q4,2023,11290,135480,Mr./Ms. Patel,83.01
T008700,South,Q2,2024,9086,109032,Mr./Ms. Singh,96.35
T008701,South,Q1,2025,9752,117024,Mr./Ms. Gupta,125.58
T008702,West,Q2,2023,13387,160644,Mr./Ms. Gupta,101.75
T008703,East,Q3,2023,11396,136752,Mr./Ms. Reddy,96.56
T008704,South,Q1,2025,10774,129288,Mr./Ms. Sharma,101.14
T008705,North,Q4,2025,7146,85752,Mr./Ms. Iyer,76.03
T008706,North,Q3,2025,8683,104196,Mr./Ms. Reddy,77.74
T008707,Central,Q3,2025,6302,75624,Mr./Ms. Patel,104.18
T008708,Central,Q4,2024,11021,132252,Mr./Ms. Sharma,129.33
T008709,North,Q3,2023,5878,70536,Mr./Ms. Gupta,95.63
T008710,Central,Q3,2025,9269,111228,Mr./Ms. Patel,96.71
T008711,South,Q2,2023,8671,104052,Mr./Ms. Singh,125.51
T008712,East,Q1,2023,7228,86736,Mr./Ms. Gupta,75.63
T008713,North,Q2,2025,9099,109188,Mr./Ms. Singh,88.62
T008714,Central,Q2,2024,12514,150168,Mr./Ms. Patel,116.05
T008715,East,Q2,2024,17750,213000,Mr./Ms. Reddy,81.37
T008716,West,Q3,2024,8896,106752,Mr./Ms. Mehta,114.75
T008717,South,Q2,2023,9389,112668,Mr./Ms. Sharma,77.68
T008718,Central,Q4,2025,16755,201060,Mr./Ms. Sharma,74.7
T008719,South,Q3,2025,9091,109092,Mr./Ms. Reddy,103.06
T008720,South,Q4,2025,7413,88956,Mr./Ms. Mehta,106.65
T008721,East,Q2,2023,8472,101664,Mr./Ms. Mehta,98.05
T008722,North,Q4,2023,8579,102948,Mr./Ms. Singh,80.39
T008723,East,Q3,2025,8886,106632,Mr./Ms. Mehta,93.21
